Chromosome,Start_Nucleotide,End_Nucleotide,Peak_ID
chr2,75224407,75224779,all_Chip_RFX1_vs_GRCm38.89_peak_5413
chr4,97476680,97476951,all_Chip_RFX1_vs_GRCm38.89_peak_6716
chr9,90255888,90256225,all_Chip_RFX1_vs_GRCm38.89_peak_9732
chr11,114795857,114796169,all_Chip_RFX1_vs_GRCm38.89_peak_1813
chr11,23252243,23252516,all_Chip_RFX1_vs_GRCm38.89_peak_1261
chr14,68693541,68693839,all_Chip_RFX1_vs_GRCm38.89_peak_3135
chr9,14304590,14305017,all_Chip_RFX1_vs_GRCm38.89_peak_9352
chr7,16931056,16931412,all_Chip_RFX1_vs_GRCm38.89_peak_8279
chr7,79522059,79522357,all_Chip_RFX1_vs_GRCm38.89_peak_8491
chr9,54702308,54702598,all_Chip_RFX1_vs_GRCm38.89_peak_9560
chr5,131681619,131681944,all_Chip_RFX1_vs_GRCm38.89_peak_7554
chr10,7737353,7737691,all_Chip_RFX1_vs_GRCm38.89_peak_693
chr12,15883330,15883611,all_Chip_RFX1_vs_GRCm38.89_peak_1925
chr12,88856658,88856950,all_Chip_RFX1_vs_GRCm38.89_peak_2257
chr18,55196169,55196688,all_Chip_RFX1_vs_GRCm38.89_peak_4647
chr12,105032112,105032443,all_Chip_RFX1_vs_GRCm38.89_peak_2334
chr3,93597421,93597763,all_Chip_RFX1_vs_GRCm38.89_peak_6182
chr14,54995571,54995879,all_Chip_RFX1_vs_GRCm38.89_peak_3043
chr9,69457812,69458154,all_Chip_RFX1_vs_GRCm38.89_peak_9660
chr6,54586843,54587163,all_Chip_RFX1_vs_GRCm38.89_peak_7862
chr9,109095051,109095343,all_Chip_RFX1_vs_GRCm38.89_peak_9842
chr11,11867918,11868241,all_Chip_RFX1_vs_GRCm38.89_peak_1224
chr11,35734349,35734672,all_Chip_RFX1_vs_GRCm38.89_peak_1304
chr11,75587908,75588167,all_Chip_RFX1_vs_GRCm38.89_peak_1513
chr12,53843598,53843933,all_Chip_RFX1_vs_GRCm38.89_peak_2063
chr13,25055075,25055346,all_Chip_RFX1_vs_GRCm38.89_peak_2487
chr16,14194325,14194621,all_Chip_RFX1_vs_GRCm38.89_peak_3780
chr18,36377420,36377746,all_Chip_RFX1_vs_GRCm38.89_peak_4576
chr8,45382085,45382435,all_Chip_RFX1_vs_GRCm38.89_peak_8953
chr8,91134103,91134473,all_Chip_RFX1_vs_GRCm38.89_peak_9131
chr9,53405121,53405407,all_Chip_RFX1_vs_GRCm38.89_peak_9556
chr12,72070989,72071303,all_Chip_RFX1_vs_GRCm38.89_peak_2116
chr8,94601758,94602074,all_Chip_RFX1_vs_GRCm38.89_peak_9158
chr7,24522981,24523254,all_Chip_RFX1_vs_GRCm38.89_peak_8310
chr18,82717717,82718096,all_Chip_RFX1_vs_GRCm38.89_peak_4765
chr15,34330958,34331264,all_Chip_RFX1_vs_GRCm38.89_peak_3369
chr18,26863747,26864205,all_Chip_RFX1_vs_GRCm38.89_peak_4530
chr17,56304291,56304591,all_Chip_RFX1_vs_GRCm38.89_peak_4310
chr11,12532395,12532704,all_Chip_RFX1_vs_GRCm38.89_peak_1228
chr1,184066150,184066443,all_Chip_RFX1_vs_GRCm38.89_peak_643
chr13,69933516,69933823,all_Chip_RFX1_vs_GRCm38.89_peak_2700
chr14,20778642,20778936,all_Chip_RFX1_vs_GRCm38.89_peak_2924
chr14,70462748,70463077,all_Chip_RFX1_vs_GRCm38.89_peak_3143
chr7,113086193,113086526,all_Chip_RFX1_vs_GRCm38.89_peak_8629
chr7,16659186,16659594,all_Chip_RFX1_vs_GRCm38.89_peak_8275
chr14,57423931,57424656,all_Chip_RFX1_vs_GRCm38.89_peak_3060
chr16,32430778,32431087,all_Chip_RFX1_vs_GRCm38.89_peak_3869
chr18,61845177,61845513,all_Chip_RFX1_vs_GRCm38.89_peak_4679
chr5,66391327,66391626,all_Chip_RFX1_vs_GRCm38.89_peak_7276
chr10,85161750,85162095,all_Chip_RFX1_vs_GRCm38.89_peak_1018
chr18,33552599,33552941,all_Chip_RFX1_vs_GRCm38.89_peak_4545
chr2,63926499,63926832,all_Chip_RFX1_vs_GRCm38.89_peak_5366
chr8,90743570,90743851,all_Chip_RFX1_vs_GRCm38.89_peak_9124
chrX,136715212,136715540,all_Chip_RFX1_vs_GRCm38.89_peak_10083
chrX,169123177,169123479,all_Chip_RFX1_vs_GRCm38.89_peak_10145
chr4,64149081,64149383,all_Chip_RFX1_vs_GRCm38.89_peak_6642
chr18,83971579,83971923,all_Chip_RFX1_vs_GRCm38.89_peak_4772
chr2,131261826,131262108,all_Chip_RFX1_vs_GRCm38.89_peak_5640
chr4,85837611,85837943,all_Chip_RFX1_vs_GRCm38.89_peak_6682
chr5,139418662,139418962,all_Chip_RFX1_vs_GRCm38.89_peak_7607
chr3,94472742,94473056,all_Chip_RFX1_vs_GRCm38.89_peak_6186
chr5,139378982,139379265,all_Chip_RFX1_vs_GRCm38.89_peak_7606
chr5,139449918,139450227,all_Chip_RFX1_vs_GRCm38.89_peak_7609
chr7,118712401,118712768,all_Chip_RFX1_vs_GRCm38.89_peak_8658
chr18,56811886,56812148,all_Chip_RFX1_vs_GRCm38.89_peak_4656
chr12,3385925,3386401,all_Chip_RFX1_vs_GRCm38.89_peak_1887
chr5,32741540,32741858,all_Chip_RFX1_vs_GRCm38.89_peak_7179
chr19,10436848,10437133,all_Chip_RFX1_vs_GRCm38.89_peak_4846
chr11,67921593,67921905,all_Chip_RFX1_vs_GRCm38.89_peak_1448
chr13,43615738,43616034,all_Chip_RFX1_vs_GRCm38.89_peak_2564
chr3,121722832,121723132,all_Chip_RFX1_vs_GRCm38.89_peak_6329
chr3,38246434,38246740,all_Chip_RFX1_vs_GRCm38.89_peak_5995
chr5,34187747,34188317,all_Chip_RFX1_vs_GRCm38.89_peak_7190
chr5,66259663,66259967,all_Chip_RFX1_vs_GRCm38.89_peak_7275
chr10,78752943,78753272,all_Chip_RFX1_vs_GRCm38.89_peak_962
chr18,25545904,25546185,all_Chip_RFX1_vs_GRCm38.89_peak_4525
chr2,101727807,101728184,all_Chip_RFX1_vs_GRCm38.89_peak_5493
chr3,57667324,57667710,all_Chip_RFX1_vs_GRCm38.89_peak_6049
chr5,73268760,73269111,all_Chip_RFX1_vs_GRCm38.89_peak_7300
chr7,136393470,136393770,all_Chip_RFX1_vs_GRCm38.89_peak_8754
chr12,98920120,98920586,all_Chip_RFX1_vs_GRCm38.89_peak_2284
chr2,145832476,145832783,all_Chip_RFX1_vs_GRCm38.89_peak_5688
chr9,63755070,63755385,all_Chip_RFX1_vs_GRCm38.89_peak_9626
chr11,64051110,64051582,all_Chip_RFX1_vs_GRCm38.89_peak_1422
chr6,90782409,90782651,all_Chip_RFX1_vs_GRCm38.89_peak_7990
chr18,12321946,12322346,all_Chip_RFX1_vs_GRCm38.89_peak_4479
chr1,152750333,152750681,all_Chip_RFX1_vs_GRCm38.89_peak_477
chr10,60287412,60287719,all_Chip_RFX1_vs_GRCm38.89_peak_886
chr2,59301648,59302030,all_Chip_RFX1_vs_GRCm38.89_peak_5351
chr5,89770740,89771126,all_Chip_RFX1_vs_GRCm38.89_peak_7344
chr9,54037798,54038102,all_Chip_RFX1_vs_GRCm38.89_peak_9559
chr5,113351852,113352164,all_Chip_RFX1_vs_GRCm38.89_peak_7448
chr11,109266277,109266549,all_Chip_RFX1_vs_GRCm38.89_peak_1783
chr17,56830831,56831319,all_Chip_RFX1_vs_GRCm38.89_peak_4320
chr19,23531834,23532110,all_Chip_RFX1_vs_GRCm38.89_peak_4889
chr2,129564031,129564459,all_Chip_RFX1_vs_GRCm38.89_peak_5621
chr6,142040328,142040797,all_Chip_RFX1_vs_GRCm38.89_peak_8209
chr6,59209371,59209688,all_Chip_RFX1_vs_GRCm38.89_peak_7879
chr14,77156182,77156498,all_Chip_RFX1_vs_GRCm38.89_peak_3182
chr2,25225336,25225580,all_Chip_RFX1_vs_GRCm38.89_peak_5168
chr6,73221503,73221824,all_Chip_RFX1_vs_GRCm38.89_peak_7919
chr3,100810433,100810849,all_Chip_RFX1_vs_GRCm38.89_peak_6217
chr19,58256411,58256725,all_Chip_RFX1_vs_GRCm38.89_peak_5058
chr4,33189376,33189657,all_Chip_RFX1_vs_GRCm38.89_peak_6528
chr9,79270381,79270700,all_Chip_RFX1_vs_GRCm38.89_peak_9695
chr9,121332075,121332348,all_Chip_RFX1_vs_GRCm38.89_peak_9892
chr2,121621217,121621515,all_Chip_RFX1_vs_GRCm38.89_peak_5580
chr11,69016221,69016572,all_Chip_RFX1_vs_GRCm38.89_peak_1459
chr5,104110338,104110669,all_Chip_RFX1_vs_GRCm38.89_peak_7399
chr17,15208136,15208576,all_Chip_RFX1_vs_GRCm38.89_peak_4126
chr3,55284192,55284573,all_Chip_RFX1_vs_GRCm38.89_peak_6035
chr1,89092798,89093075,all_Chip_RFX1_vs_GRCm38.89_peak_295
chr10,78127127,78127491,all_Chip_RFX1_vs_GRCm38.89_peak_958
chr11,119602681,119603017,all_Chip_RFX1_vs_GRCm38.89_peak_1858
chr4,82495682,82496021,all_Chip_RFX1_vs_GRCm38.89_peak_6677
chr4,95462100,95462461,all_Chip_RFX1_vs_GRCm38.89_peak_6708
chr5,44629276,44629623,all_Chip_RFX1_vs_GRCm38.89_peak_7236
chr6,92699415,92699683,all_Chip_RFX1_vs_GRCm38.89_peak_8006
chr8,34890568,34890860,all_Chip_RFX1_vs_GRCm38.89_peak_8925
chr16,31766695,31767085,all_Chip_RFX1_vs_GRCm38.89_peak_3864
chr16,32945389,32945740,all_Chip_RFX1_vs_GRCm38.89_peak_3875
chr4,34938121,34938403,all_Chip_RFX1_vs_GRCm38.89_peak_6538
chr5,62820718,62821225,all_Chip_RFX1_vs_GRCm38.89_peak_7261
chr6,30572836,30573113,all_Chip_RFX1_vs_GRCm38.89_peak_7754
chr9,96506017,96506301,all_Chip_RFX1_vs_GRCm38.89_peak_9750
chr3,109010847,109011380,all_Chip_RFX1_vs_GRCm38.89_peak_6299
chr2,33397152,33397414,all_Chip_RFX1_vs_GRCm38.89_peak_5252
chr1,72372614,72372964,all_Chip_RFX1_vs_GRCm38.89_peak_202
chr15,83107430,83107711,all_Chip_RFX1_vs_GRCm38.89_peak_3603
chr3,109984147,109984477,all_Chip_RFX1_vs_GRCm38.89_peak_6303
chr11,81411325,81411610,all_Chip_RFX1_vs_GRCm38.89_peak_1570
chr3,79576223,79576521,all_Chip_RFX1_vs_GRCm38.89_peak_6110
chr6,54205088,54205410,all_Chip_RFX1_vs_GRCm38.89_peak_7860
chr3,108961251,108961551,all_Chip_RFX1_vs_GRCm38.89_peak_6297
chr13,45690562,45690873,all_Chip_RFX1_vs_GRCm38.89_peak_2574
chr14,75985100,75985618,all_Chip_RFX1_vs_GRCm38.89_peak_3170
chr4,143306451,143306737,all_Chip_RFX1_vs_GRCm38.89_peak_7006
chr8,54594614,54594921,all_Chip_RFX1_vs_GRCm38.89_peak_8988
chr10,90236074,90236388,all_Chip_RFX1_vs_GRCm38.89_peak_1046
chr14,35872377,35872687,all_Chip_RFX1_vs_GRCm38.89_peak_2997
chr2,113684872,113685152,all_Chip_RFX1_vs_GRCm38.89_peak_5542
chr6,91244347,91244625,all_Chip_RFX1_vs_GRCm38.89_peak_7994
chr13,24648040,24648376,all_Chip_RFX1_vs_GRCm38.89_peak_2484
chr6,73315383,73315721,all_Chip_RFX1_vs_GRCm38.89_peak_7922
chr1,131138150,131138442,all_Chip_RFX1_vs_GRCm38.89_peak_393
chr19,4839251,4839588,all_Chip_RFX1_vs_GRCm38.89_peak_4798
chr2,32713468,32713813,all_Chip_RFX1_vs_GRCm38.89_peak_5244
chr7,29303621,29303902,all_Chip_RFX1_vs_GRCm38.89_peak_8342
chr3,9761827,9762159,all_Chip_RFX1_vs_GRCm38.89_peak_5899
chr7,64351154,64351454,all_Chip_RFX1_vs_GRCm38.89_peak_8433
chr8,94098083,94098567,all_Chip_RFX1_vs_GRCm38.89_peak_9147
chr11,65852099,65852439,all_Chip_RFX1_vs_GRCm38.89_peak_1430
chr16,96468714,96469008,all_Chip_RFX1_vs_GRCm38.89_peak_4069
chr9,96525154,96525430,all_Chip_RFX1_vs_GRCm38.89_peak_9751
chr4,123750262,123750552,all_Chip_RFX1_vs_GRCm38.89_peak_6859
chr13,106836226,106836593,all_Chip_RFX1_vs_GRCm38.89_peak_2835
chr1,43358125,43358480,all_Chip_RFX1_vs_GRCm38.89_peak_114
chr4,43428683,43429235,all_Chip_RFX1_vs_GRCm38.89_peak_6568
chr2,66034947,66035251,all_Chip_RFX1_vs_GRCm38.89_peak_5375
chr10,82353941,82354313,all_Chip_RFX1_vs_GRCm38.89_peak_998
chr19,28721980,28722264,all_Chip_RFX1_vs_GRCm38.89_peak_4915
chr2,157873235,157873528,all_Chip_RFX1_vs_GRCm38.89_peak_5765
chr7,80655172,80655539,all_Chip_RFX1_vs_GRCm38.89_peak_8504
chr1,10300572,10300892,all_Chip_RFX1_vs_GRCm38.89_peak_17
chr13,21945009,21945346,all_Chip_RFX1_vs_GRCm38.89_peak_2476
chr18,70601116,70601425,all_Chip_RFX1_vs_GRCm38.89_peak_4723
chr2,17413763,17414118,all_Chip_RFX1_vs_GRCm38.89_peak_5135
chr7,35086678,35086947,all_Chip_RFX1_vs_GRCm38.89_peak_8359
chr19,32400224,32400526,all_Chip_RFX1_vs_GRCm38.89_peak_4931
chr3,100882355,100882646,all_Chip_RFX1_vs_GRCm38.89_peak_6218
chr6,114714721,114714994,all_Chip_RFX1_vs_GRCm38.89_peak_8095
chr9,120776537,120776824,all_Chip_RFX1_vs_GRCm38.89_peak_9886
chr12,102684003,102684317,all_Chip_RFX1_vs_GRCm38.89_peak_2321
chr2,151605729,151606079,all_Chip_RFX1_vs_GRCm38.89_peak_5712
chr12,80746055,80746327,all_Chip_RFX1_vs_GRCm38.89_peak_2187
chr2,172969461,172969738,all_Chip_RFX1_vs_GRCm38.89_peak_5854
chr7,46962683,46962997,all_Chip_RFX1_vs_GRCm38.89_peak_8399
chr1,9627552,9627872,all_Chip_RFX1_vs_GRCm38.89_peak_9
chr8,111940530,111940793,all_Chip_RFX1_vs_GRCm38.89_peak_9234
chr12,24860841,24861190,all_Chip_RFX1_vs_GRCm38.89_peak_1946
chr15,25144249,25144569,all_Chip_RFX1_vs_GRCm38.89_peak_3329
chr15,83913046,83913329,all_Chip_RFX1_vs_GRCm38.89_peak_3611
chr2,110018298,110018555,all_Chip_RFX1_vs_GRCm38.89_peak_5531
chr4,154837262,154837575,all_Chip_RFX1_vs_GRCm38.89_peak_7067
chr1,54898565,54898910,all_Chip_RFX1_vs_GRCm38.89_peak_141
chr1,11045225,11045660,all_Chip_RFX1_vs_GRCm38.89_peak_18
chr1,138375773,138376084,all_Chip_RFX1_vs_GRCm38.89_peak_451
chr18,48950732,48951067,all_Chip_RFX1_vs_GRCm38.89_peak_4631
chrX,136313337,136313658,all_Chip_RFX1_vs_GRCm38.89_peak_10080
chr14,65333220,65333567,all_Chip_RFX1_vs_GRCm38.89_peak_3112
chr16,11589377,11589681,all_Chip_RFX1_vs_GRCm38.89_peak_3766
chr5,35254892,35255173,all_Chip_RFX1_vs_GRCm38.89_peak_7196
chr17,69127970,69128299,all_Chip_RFX1_vs_GRCm38.89_peak_4352
chr8,47178832,47179181,all_Chip_RFX1_vs_GRCm38.89_peak_8964
chr3,103243827,103244286,all_Chip_RFX1_vs_GRCm38.89_peak_6235
chr9,51033196,51033502,all_Chip_RFX1_vs_GRCm38.89_peak_9546
chr12,70347136,70347447,all_Chip_RFX1_vs_GRCm38.89_peak_2099
chr14,55108628,55108910,all_Chip_RFX1_vs_GRCm38.89_peak_3046
chr1,158408227,158408547,all_Chip_RFX1_vs_GRCm38.89_peak_511
chr12,59145790,59146188,all_Chip_RFX1_vs_GRCm38.89_peak_2077
chr14,13770730,13771018,all_Chip_RFX1_vs_GRCm38.89_peak_2901
chr3,21810135,21810488,all_Chip_RFX1_vs_GRCm38.89_peak_5917
chr8,68081084,68081391,all_Chip_RFX1_vs_GRCm38.89_peak_9024
chr17,8356080,8356364,all_Chip_RFX1_vs_GRCm38.89_peak_4099
chr16,32551605,32551880,all_Chip_RFX1_vs_GRCm38.89_peak_3871
chr5,65335646,65335920,all_Chip_RFX1_vs_GRCm38.89_peak_7270
chr11,72746787,72747075,all_Chip_RFX1_vs_GRCm38.89_peak_1496
chr16,85137402,85137729,all_Chip_RFX1_vs_GRCm38.89_peak_4007
chr17,78516162,78516484,all_Chip_RFX1_vs_GRCm38.89_peak_4377
chr7,77771797,77772088,all_Chip_RFX1_vs_GRCm38.89_peak_8481
chr10,96571260,96571551,all_Chip_RFX1_vs_GRCm38.89_peak_1092
chr1,127107613,127107889,all_Chip_RFX1_vs_GRCm38.89_peak_377
chr11,75348463,75348795,all_Chip_RFX1_vs_GRCm38.89_peak_1510
chr13,62980578,62980973,all_Chip_RFX1_vs_GRCm38.89_peak_2679
chr15,66239050,66239377,all_Chip_RFX1_vs_GRCm38.89_peak_3492
chr2,133383496,133383830,all_Chip_RFX1_vs_GRCm38.89_peak_5654
chr2,156257141,156257452,all_Chip_RFX1_vs_GRCm38.89_peak_5743
chr6,122339958,122340176,all_Chip_RFX1_vs_GRCm38.89_peak_8141
chr6,24514908,24515261,all_Chip_RFX1_vs_GRCm38.89_peak_7726
chr8,48376719,48377153,all_Chip_RFX1_vs_GRCm38.89_peak_8979
chr8,117403927,117404206,all_Chip_RFX1_vs_GRCm38.89_peak_9248
chr5,30465879,30466150,all_Chip_RFX1_vs_GRCm38.89_peak_7163
chr19,21780742,21781066,all_Chip_RFX1_vs_GRCm38.89_peak_4882
chr2,4099490,4099795,all_Chip_RFX1_vs_GRCm38.89_peak_5079
chr2,75396066,75396545,all_Chip_RFX1_vs_GRCm38.89_peak_5414
chr13,79150129,79150418,all_Chip_RFX1_vs_GRCm38.89_peak_2725
chr15,12847005,12847281,all_Chip_RFX1_vs_GRCm38.89_peak_3321
chr19,53830421,53830733,all_Chip_RFX1_vs_GRCm38.89_peak_5031
chr6,93580592,93580907,all_Chip_RFX1_vs_GRCm38.89_peak_8011
chr1,133800874,133801129,all_Chip_RFX1_vs_GRCm38.89_peak_417
chr2,30981699,30982244,all_Chip_RFX1_vs_GRCm38.89_peak_5228
chr12,117196743,117197041,all_Chip_RFX1_vs_GRCm38.89_peak_2407
chr8,95432895,95433191,all_Chip_RFX1_vs_GRCm38.89_peak_9173
chr10,86457239,86457580,all_Chip_RFX1_vs_GRCm38.89_peak_1027
chr1,91458255,91458609,all_Chip_RFX1_vs_GRCm38.89_peak_313
chr3,57847969,57848254,all_Chip_RFX1_vs_GRCm38.89_peak_6051
chr4,150556865,150557179,all_Chip_RFX1_vs_GRCm38.89_peak_7047
chr11,6000376,6000654,all_Chip_RFX1_vs_GRCm38.89_peak_1208
chr11,120768264,120768553,all_Chip_RFX1_vs_GRCm38.89_peak_1875
chr11,31694959,31695210,all_Chip_RFX1_vs_GRCm38.89_peak_1283
chr5,33006781,33007072,all_Chip_RFX1_vs_GRCm38.89_peak_7182
chr5,66865258,66865595,all_Chip_RFX1_vs_GRCm38.89_peak_7284
chr2,45012092,45012385,all_Chip_RFX1_vs_GRCm38.89_peak_5317
chr9,13454573,13454922,all_Chip_RFX1_vs_GRCm38.89_peak_9342
chr12,13159720,13159989,all_Chip_RFX1_vs_GRCm38.89_peak_1914
chr13,58544060,58544391,all_Chip_RFX1_vs_GRCm38.89_peak_2654
chr2,156353081,156353363,all_Chip_RFX1_vs_GRCm38.89_peak_5744
chr3,146107878,146108239,all_Chip_RFX1_vs_GRCm38.89_peak_6421
chr6,128355777,128356032,all_Chip_RFX1_vs_GRCm38.89_peak_8170
chr14,61330538,61330812,all_Chip_RFX1_vs_GRCm38.89_peak_3082
chr11,22481681,22482025,all_Chip_RFX1_vs_GRCm38.89_peak_1254
chr14,65973403,65973693,all_Chip_RFX1_vs_GRCm38.89_peak_3118
chr2,73004402,73004670,all_Chip_RFX1_vs_GRCm38.89_peak_5408
chr9,60561733,60562044,all_Chip_RFX1_vs_GRCm38.89_peak_9593
chrX,8192539,8192793,all_Chip_RFX1_vs_GRCm38.89_peak_9924
chr11,73023037,73023340,all_Chip_RFX1_vs_GRCm38.89_peak_1499
chr3,27153977,27154262,all_Chip_RFX1_vs_GRCm38.89_peak_5935
chr3,89913125,89913383,all_Chip_RFX1_vs_GRCm38.89_peak_6172
chr13,79885988,79886238,all_Chip_RFX1_vs_GRCm38.89_peak_2728
chr16,16560104,16560382,all_Chip_RFX1_vs_GRCm38.89_peak_3789
chr3,132880803,132881125,all_Chip_RFX1_vs_GRCm38.89_peak_6369
chr1,74015066,74015311,all_Chip_RFX1_vs_GRCm38.89_peak_220
chr11,81897564,81897924,all_Chip_RFX1_vs_GRCm38.89_peak_1574
chr1,106584887,106585155,all_Chip_RFX1_vs_GRCm38.89_peak_346
chr2,26139919,26140199,all_Chip_RFX1_vs_GRCm38.89_peak_5176
chr2,28537604,28537853,all_Chip_RFX1_vs_GRCm38.89_peak_5201
chr8,95547703,95547987,all_Chip_RFX1_vs_GRCm38.89_peak_9176
chrX,136761723,136762047,all_Chip_RFX1_vs_GRCm38.89_peak_10085
chr7,117587160,117587640,all_Chip_RFX1_vs_GRCm38.89_peak_8651
chr12,33020280,33020589,all_Chip_RFX1_vs_GRCm38.89_peak_1979
chr13,48593916,48594290,all_Chip_RFX1_vs_GRCm38.89_peak_2599
chr2,168726028,168726337,all_Chip_RFX1_vs_GRCm38.89_peak_5844
chr3,90623423,90623729,all_Chip_RFX1_vs_GRCm38.89_peak_6179
chr5,130187321,130187643,all_Chip_RFX1_vs_GRCm38.89_peak_7552
chr5,139085228,139085527,all_Chip_RFX1_vs_GRCm38.89_peak_7600
chr9,55355317,55355652,all_Chip_RFX1_vs_GRCm38.89_peak_9563
chr11,50421862,50422123,all_Chip_RFX1_vs_GRCm38.89_peak_1337
chr6,144867419,144867712,all_Chip_RFX1_vs_GRCm38.89_peak_8217
chr15,64364219,64364601,all_Chip_RFX1_vs_GRCm38.89_peak_3489
chr11,117551947,117552291,all_Chip_RFX1_vs_GRCm38.89_peak_1840
chr14,24578793,24579103,all_Chip_RFX1_vs_GRCm38.89_peak_2943
chr10,19532005,19532269,all_Chip_RFX1_vs_GRCm38.89_peak_728
chr17,26380853,26381144,all_Chip_RFX1_vs_GRCm38.89_peak_4164
chr19,34550493,34550806,all_Chip_RFX1_vs_GRCm38.89_peak_4937
chr8,14992882,14993195,all_Chip_RFX1_vs_GRCm38.89_peak_8866
chr3,55461614,55461949,all_Chip_RFX1_vs_GRCm38.89_peak_6038
chr5,134187401,134187735,all_Chip_RFX1_vs_GRCm38.89_peak_7561
chr1,136596177,136596604,all_Chip_RFX1_vs_GRCm38.89_peak_441
chr15,98969039,98969322,all_Chip_RFX1_vs_GRCm38.89_peak_3707
chr4,132744017,132744427,all_Chip_RFX1_vs_GRCm38.89_peak_6918
chr6,140662351,140662628,all_Chip_RFX1_vs_GRCm38.89_peak_8204
chr8,27008963,27009283,all_Chip_RFX1_vs_GRCm38.89_peak_8903
chr4,41569338,41569965,all_Chip_RFX1_vs_GRCm38.89_peak_6560
chr5,37035191,37035513,all_Chip_RFX1_vs_GRCm38.89_peak_7208
chr2,10154962,10155221,all_Chip_RFX1_vs_GRCm38.89_peak_5107
chr2,93726760,93727097,all_Chip_RFX1_vs_GRCm38.89_peak_5476
chr10,18437670,18437962,all_Chip_RFX1_vs_GRCm38.89_peak_720
chr12,90652544,90652881,all_Chip_RFX1_vs_GRCm38.89_peak_2264
chr3,23973371,23973692,all_Chip_RFX1_vs_GRCm38.89_peak_5926
chr6,102833062,102833509,all_Chip_RFX1_vs_GRCm38.89_peak_8057
chr8,24114279,24114606,all_Chip_RFX1_vs_GRCm38.89_peak_8889
chr9,58962613,58962936,all_Chip_RFX1_vs_GRCm38.89_peak_9581
chr1,183154387,183154672,all_Chip_RFX1_vs_GRCm38.89_peak_640
chr4,96719187,96719497,all_Chip_RFX1_vs_GRCm38.89_peak_6711
chr10,74966951,74967194,all_Chip_RFX1_vs_GRCm38.89_peak_936
chr12,70555685,70555982,all_Chip_RFX1_vs_GRCm38.89_peak_2101
chr14,106176788,106177230,all_Chip_RFX1_vs_GRCm38.89_peak_3242
chr14,50944321,50944550,all_Chip_RFX1_vs_GRCm38.89_peak_3023
chr1,72379803,72380112,all_Chip_RFX1_vs_GRCm38.89_peak_203
chr9,27289550,27289948,all_Chip_RFX1_vs_GRCm38.89_peak_9410
chr9,79314752,79315094,all_Chip_RFX1_vs_GRCm38.89_peak_9696
chr9,86592694,86593011,all_Chip_RFX1_vs_GRCm38.89_peak_9722
chr11,79427326,79427713,all_Chip_RFX1_vs_GRCm38.89_peak_1550
chr14,18716319,18716603,all_Chip_RFX1_vs_GRCm38.89_peak_2914
chr9,124267968,124268251,all_Chip_RFX1_vs_GRCm38.89_peak_9911
chr7,25250425,25250911,all_Chip_RFX1_vs_GRCm38.89_peak_8314
chr7,40907828,40908151,all_Chip_RFX1_vs_GRCm38.89_peak_8368
chr15,98985454,98985937,all_Chip_RFX1_vs_GRCm38.89_peak_3710
chr2,155826644,155826957,all_Chip_RFX1_vs_GRCm38.89_peak_5738
chr14,66307117,66307387,all_Chip_RFX1_vs_GRCm38.89_peak_3122
chr16,30669865,30670191,all_Chip_RFX1_vs_GRCm38.89_peak_3855
chr11,120699731,120700008,all_Chip_RFX1_vs_GRCm38.89_peak_1874
chr11,59393638,59393927,all_Chip_RFX1_vs_GRCm38.89_peak_1383
chr11,60967016,60967336,all_Chip_RFX1_vs_GRCm38.89_peak_1403
chr14,66494697,66495046,all_Chip_RFX1_vs_GRCm38.89_peak_3125
chr15,12739947,12740226,all_Chip_RFX1_vs_GRCm38.89_peak_3319
chr16,40601690,40602065,all_Chip_RFX1_vs_GRCm38.89_peak_3900
chr3,116652002,116652314,all_Chip_RFX1_vs_GRCm38.89_peak_6315
chr3,145648096,145648439,all_Chip_RFX1_vs_GRCm38.89_peak_6416
chr4,155366098,155366410,all_Chip_RFX1_vs_GRCm38.89_peak_7076
chr1,23834954,23835268,all_Chip_RFX1_vs_GRCm38.89_peak_48
chr15,90236507,90236813,all_Chip_RFX1_vs_GRCm38.89_peak_3667
chr2,91264853,91265127,all_Chip_RFX1_vs_GRCm38.89_peak_5452
chr4,126237685,126238054,all_Chip_RFX1_vs_GRCm38.89_peak_6872
chr13,59003913,59004242,all_Chip_RFX1_vs_GRCm38.89_peak_2662
chr2,165337240,165337557,all_Chip_RFX1_vs_GRCm38.89_peak_5803
chr10,92074002,92074302,all_Chip_RFX1_vs_GRCm38.89_peak_1053
chr14,86867146,86867599,all_Chip_RFX1_vs_GRCm38.89_peak_3204
chr18,46080657,46081059,all_Chip_RFX1_vs_GRCm38.89_peak_4624
chr3,133540192,133540478,all_Chip_RFX1_vs_GRCm38.89_peak_6371
chr7,57701045,57701367,all_Chip_RFX1_vs_GRCm38.89_peak_8419
chr15,6988141,6988498,all_Chip_RFX1_vs_GRCm38.89_peak_3290
chr15,8781154,8781497,all_Chip_RFX1_vs_GRCm38.89_peak_3301
chr2,25983333,25983855,all_Chip_RFX1_vs_GRCm38.89_peak_5173
chr6,47984066,47984436,all_Chip_RFX1_vs_GRCm38.89_peak_7824
chr6,91488897,91489173,all_Chip_RFX1_vs_GRCm38.89_peak_7997
chr14,79445068,79445397,all_Chip_RFX1_vs_GRCm38.89_peak_3197
chr6,65132454,65132747,all_Chip_RFX1_vs_GRCm38.89_peak_7895
chr19,8888795,8889079,all_Chip_RFX1_vs_GRCm38.89_peak_4837
